,username,location,text
2488,Subliminal73,,"#PA #PAsen  its Super Sad that all Fetterman has to Run on is Death, I would Choose to be Positive and go for Life. A Biden/Fetterman ticket will make #BidenGasHike #Bidenflation + Higher #Food &amp; #Energy Cost Worse. P.S. a #Womans Choice is still Safe &amp; Legal it's called #10A https://t.co/MRjA8bex57"
2489,PoliticalUte76,"Salt Lake City, Utah, USA","Oz is a fascist Ultra #MAGA @GOP but why is @JohnFetterman not being HONEST w/ #PASen voters about his massive stroke &amp; if he'll be able to serve in the #Senate?

#PApol  #Pennsylvania #PA #Election2022"
2490,trippwhitbeck,A little off-center.,"If he HAS 9 properties, you know what -- he BOUGHT them! You were given your house by your sister for $1.
You've never had a real job because your parents paid for you until your 40s. You're a limousine liberal of the highest order, #Fetterman.
#PAsen https://t.co/bDuGFkZvcO"
2491,UPTGOP,"Upper Providence Township, PA","A few months ago, Rep. Kenyatta was on a debate stage calling John Fetterman a racist for holding an innocent man at gunpoint. Now he's stumping for him at campaign events.

Are we electing people or letters next to a name? Where's the consistency? #PAsen https://t.co/voKldWES4I"
2492,sntviera,"Pennsylvania, USA",#PASen https://t.co/iSJ7gEFTj4
2493,Ash8156,"Pittsburgh, PA","Our team has done it again. Eclipsed 2K doors in a day. Three cheers for @EmilyRoseGreene, @zreichenbach1, @lizspayd16, Pete, Gabe &amp; @CirucciMaryB! Also, so many #DogzForOz today! @AFPAction is leaving no door behind for @DrOz! #PASen https://t.co/kgE444WvdB"
2494,cog_roos,,"#OkCousin

#DocHollywood

#DrOz

#PAsen https://t.co/LwzpHTFX8W"
2495,HardlineStance,atop a liberal's vagus nerve,"#Pennsylvania 
#PAsen https://t.co/CkGmi9jWIU"
2496,DesperadoPro,Southwest Michigan,#PAsen? https://t.co/eMPyaW9Maj
2497,jturnershow,,RT Seascape_Eagle: I am mentioned in this ⤵️ #OzForSenate #PASen #PASenateRace DrOz https://t.co/5DYUWmPIxB
2498,Subliminal73,,Joe Biden has no morals or any clue what day it is: Sean Hannity: #Ohio #OHsen #OHgov #OHpol #Pennsylvania #PAsen #PAgov #PApol #NorthCarolina #NCsen #GA #GAsen #AZsen #AZgov #AZpol #NVsen #NV #LasVegas #ClarkCounty #Reno #Women #Suburbs #Rural  https://t.co/GGl2fCPAYn
2499,SethPlatt,"Fort Lauderdale, Florida","Brashness or duplicity for Pennsylvania’s Senator?
@DrOz @JohnFetterman #pasen #politicalcatoon 
politicalcartoon.Eth Coming Soon! https://t.co/uf69kExXHZ"
2500,CATargetAlt,"The Cloud, CA","NEW FEC F24
PEOPLE'S ACTION POWER
$13,847-&gt; #PASEN
https://t.co/4L6MiYuy36 https://t.co/USBcBBUSZv"
2501,AmerIndependent,,"Two things are certain:
1️⃣ #PASen Republican nominee Mehmet Oz just LOVES talking about his Democratic opponent, @JohnFetterman.
2️⃣ Attacking Fetterman for employing two men with commuted criminal convictions is indeed ""sad + desperate.""
https://t.co/1zKdwU1FOo"
2502,J_Ry_Wolfe1999,"San Antonio, TX","In regards to #PASen, don’t take PEETA’s word for anything.

That’s all."
2503,JohnVetsResist1,USA,"This man is one sick puppy, #PAsen we have one chance to gain a senate seat in 2022 we must do whatever it takes for Fetterman to get elected. Oz is starting to creep in on Fettermans lead we need this seat Dems DOBT FUCK IT UP ONCE AGAIN. WE NEED THE SENATE. #ELECTION2022 https://t.co/lpu7M8s481"
2504,April_Sassy,,"This is the best video I've seen from John Fetterman's US Senate campaign. This video of an OBGYN explaining why abortion rights and reproductive autonomy are important is terrific.
Vote for both Josh Shapiro and John Fetterman for #PAGov and #PASen. https://t.co/knviEPmGii"
2505,StatesPoll,,"@pallee12 imo #PAGov is a most important race in 2022 midterm.
unless GOP lose Senate majority, #PAGov is much more important than #PASen."
2506,MadMimi3,Southern California,#PA #PASen https://t.co/fNSUwvYGj5
2507,CRobertBuchanan,,"@DrOz Sorry, buddy, no debate is gonna wash off the stain.

#PASen https://t.co/baXNhDptPE"
2508,PASenateWatch,Commonwealth of PA,"Weekend rallies. 

#PASEN 
#PASenate https://t.co/FBSjgX8Tvt"
2509,HardlineStance,atop a liberal's vagus nerve,#PAsen https://t.co/zmKJ6lPc82
2510,Seascape_Eagle,Southeastern PA,I am mentioned in this ⤵️ #OzForSenate #PASen #PASenateRace @DrOz https://t.co/8tpmgJeKKe
2511,patdennis,cringetown,"Mehmet Oz is a celebrity who moved to the PA to run to be a Senator, prefers New Jersey, and records his ads from his house there. #pasen https://t.co/IXtGNOtwXC"
2512,For_the_content,,".@JohnFetterman surrounds himself with some truly ugly people.
#PAsen https://t.co/WjIWTreWuy"
2513,StatesPoll,,"@DrOz Says He Would Have Voted to Certify Biden Victory in 2020
https://t.co/JzkeQrjVhC
#PASen #Election2022 #Election2020"
2514,UGAFanTim,"Augusta, GA","@DrOz Don't you love in New Jersey?

#PAsen #PApol"
2515,SpaSuzy,"Bethel Park, PA USA ","What a gross and unfunny tweet. 

#PASEN #PAPOL https://t.co/ehpSGbuDdV"
2516,PChase814,"Rochester, NY","There are few sins more purely evil than animal abuse 🤬🤬🤬

@DrOz you are a sick, sick ""man"" and deserve a jail cell for this far more than you deserve a seat in the US Senate.

#Pennsylvania please, please reject this filth.

#OzKillsPuppies #PAsen https://t.co/zOdrCfWEux"
2517,Subliminal73,,Dr. Oz: Fetterman is dodging debates to hide his radical record: #Pennsylvania #PAsen #PApol #Lansdale #Pottstown #Chester #Philadelphia #Harrisburg #Yardley #Scranton #Pittsburgh #WilkesBarre #AlleghenyCounty #Erie #Crime #BidenBordercrisis #Bidenflation https://t.co/UyltX8FyL2
2518,Subliminal73,,FLASHBACK - 19' Dem Primary - Every Democrat Senator Running in the 2020 Mid-Terms is another Leftist Stamp for a Defective Green New Deal Know Has #InflationReductionAct: #BlueCollar #PAsen #SWPA #GAsen #NCsen #MOsen #CAsen #CA #WIsen #OHsen #NHsen #Bidenflation #BidenGasHike https://t.co/bEV06pgZPv
2519,Subliminal73,,Tammy Bruce: You're being lied to that this is partisan: #TN #TN09 #Memphis #TNpol #PA #PAsen #PApol #PAgov #GenX #GenY #GenZ #Women #Men #SingleMoms #SmallBiz #ILsen #ILgov #IL #ILpol #BidenBorderCrisis #Crime #Virginia #VA07 #VApol #VAsen https://t.co/a4A6AVbJfg
2520,Subliminal73,,Fetterman and Oz should debate before the voting starts: #PA08 #Sellersville #Bedminster #Pennsylvania #PAsen #PApol #WestMifflin #Pittsburgh #SWPA #Philadelphia #Warren #York #Pottstown #SmallBiz #Women #Men #Suburbs #Rural #ParentsMatter  https://t.co/RCF4QG0M9n
2521,BigPenguinPolls,,"We've delayed our polling due to Personal Reasons, will be resumed on the 20th.

New Schedule
9/20-9/25: #NCSen and #WISen
9/28-10/2: #FLGov and #FLSen 
10/5-10/10: #NHSen and #NVSen 
10/13-10/18: #PASen (Community Voted Poll) and #AZSen"
2522,Subliminal73,,Friday Follies: Biden copies condolences and 'gutsy' women are whining: #BidenBorderCrisis #Fentanyl #Crime #BidenGasHike #BidenFlation #WAsen #WA #ORgov #OR05 #ORsen #ORpol #AZsen #NVsen #GAsen #NCsen #NCpol #ARgov #ARsen #WIsen #OHsen #PAsen    https://t.co/iO2kOpeZIn
2523,COMeowntains,"Denver, CO",Lol Oz on #Hannity begging Fetterman to debate him. And he’s so bad they had to invite Nikki Haley on to burn time during the interview. Really pathetic stuff. #PASen @JohnFetterman
2524,Subliminal73,,"Fetterman Has Even More in Common w/ Biden, He Can't Keep from Telling Lies, it's bad enough he is Left of Bernie Sanders: #PA #PAsen #PApol #Philadelphia #Pittsburgh #Youngstown #Pottsville #Lansdale #Newtown #Willow #Allentown #SmallBiz #Women #Men #Urban #Suburbs #Rural https://t.co/hQEzIJpopU"
2525,IanfromPA12,"Pittsburgh, PA","What my #PASen Republican RCV primary ballot would have looked like if PA had RCV:

1. Kathy Barnette
2. Richard McCormick
3. Carla Sands
4. Jeff Bartos
5. Dr. Oz"
2526,IanfromPA12,"Pittsburgh, PA","My top 5 #PASen candidates for 2024 ranked by most likely to win: 

1. Brian Fitzpatrick 
2. Richard McCormick
3. Timothy DeFoor
4. Guy Reschenthaler 
5. Glenn Thompson"
2527,Subliminal73,,"Those happy w/ DOJ on Stephen Miller &amp; #January6thCommitteeHearings Actions, why do Dem have no concern for Antifa/ BLM 2020 So-Called Summer of Love: #WI #WIsen #WIpolitics #MO #MOsen #OR #Portland #ORsen #ORpol #OR05 #PAsen #OHsen #GAsen #ILsen #MDgov #MDsen #Virginia #NOVA https://t.co/cWwfNDcYrR"
2528,Subliminal73,,#SC #SCsen #SCgov #SCpol #Florida #FL19 #FLgov #FL13 #FLsen #Texas #TXgov #BidenBorderCrisis #Bidenflation #Crime #BidenGasHike #WI #WIsen #WIgov #WIpolitics #OR05 #ORgov #OR #ORsen #Pennsylvania #PAsen #PApolitics #PAgov #NewHampshire #NHsen #NHpolitics #ParentsMatter #Women https://t.co/2ix15DD6c5
2529,Subliminal73,,#Pennsylvania #PAsen #PApol https://t.co/DuG0CkBUzk
2530,RWwatchMA,Massachusetts,I think it's a scandal #papolitics #pasen https://t.co/763K6fjKoe
2531,Dsquared75,Arlington VA,#rightwingextremists #TrumpInsurrection #PASen https://t.co/R93vxm7Qfv
2532,smrzle,eeeee!,@MattWolking This seems like such a waste. It’s not even clever. What is a prison inmate? Is it like a head decapitation? This firm treats Pennsylvanians like it thinks they’re idiots? …&amp; Why won’t Mastriano Back the Blue? #crudite4PA #PAsen @JohnFetterman
2533,QueerjohnPA,north central PA,#PASen https://t.co/8vXY1BkOgc
2534,MainLineSpy,"Main Line, PA",@seanhannity @DrOz @NikkiHaley Classified documents soaked in apple cider vinegar will strengthen your immune system. #PAsen https://t.co/sd9oVEEza7
2535,BrnEyeSuss,Las Vegas,"@DrOz campaign wants you to believe @JohnFetterman is to sick to be a Senator, Dr.Oz the point is,,, He is not YOU.   #PAsen"
2536,Philip_Germain,LA ☛ DC,The choice is clear. A dog abuser or a dog lover #PASen https://t.co/bJ6TrPpKiQ
2537,OnTaskDemocrat,"Pennsylvania, USA","John Fetterman and his bro campaign team are running something related to a campaign

But not too close

There are Very Fine Clowns - on both sides - of the #PASen race https://t.co/9hB5YMP0tn"
2538,chantalmclaugh,Uppermost Manhattan & Bronx ,Evil mad Dr. Oz tortures &amp; kills puppies! #pasen #DrOz #puppykiller #papol #Pennsylvania #FettermanIsTheBetterman #FettermanForSenate #drozforsenate #AnimalWelfare #DogsOnTwitter #dogs https://t.co/fLYUmgVVjR
2539,osuphantom,"Attleboro, MA","I think I’m going to be sick. 

#PASen https://t.co/5XuUFu0YZc"
2540,BrnEyeSuss,Las Vegas,#pasen https://t.co/C4heMXg4nf
2541,ConventionalMav,"Borderlands, California","What the hell #Pennsylvania, DO NOT ELECT DR. OZ! He's a psychopath who apparently is fine with unnecessarily torturing puppies.

I'm now completely sold. @JohnFetterman all the way! #PASen #Pittsburgh #Philly #Philadelphia #VoteBlueIn2022 https://t.co/X3RiuJW6Tb"
2542,BrnEyeSuss,Las Vegas,Dr Oz experimenting on dogs ??  #pasen https://t.co/vNMRVxlVQr
2543,CATargetAlt,"The Cloud, CA","NEW FEC F24
CLIMATE POWER ACTION
$359,216-&gt; #PASEN #WISEN #COSEN #VA02 #VA07 #CA49 #KS03 #NHSEN #PA08 #PA07 #NH01 #NH02
https://t.co/LIEuGEGwwg https://t.co/KUB6pQtpYi"
2544,MatthewFoldi,Maryland,This is what John Fetterman and Josh Shapiro want for Pennsylvania #pasen #pagov https://t.co/NiD3AGI3Nn
2545,sbaprolife,"Washington, DC","Should there be some limits on abortion?

Most Americans say yes.

But Democratic candidate for U.S. Senate in Pennsylvania John Fetterman says NO. #PASen
1/8 https://t.co/hmopUSpno4"
2546,MatthewFoldi,Maryland,"John Fetterman is running a completely policy free campaign that’s distilled down to “muh New Jersey” and posting cringe memes of a Muslim immigrant 

Now that he’s losing his campaign is just him whining 🤷‍♂️ #pasen https://t.co/PzDjlNuVfB"
2547,AsteriskFairy,Wegner's,"@joncoopertweets YES
#FettermanIsTheBetterman #TeamFetterman #PASEN
@LeviFetterman @giselefetterman @JohnFetterman"
2548,undergradwoman,"Scranton, Pennsylvania","What #DrOz’s best friend Charlie Kirk said is outrageous, #xenophobic, racist and wrong! #PASen https://t.co/5Utp97auKD"
2549,PolarOpposer,,Puppy killer's #PASen campaign is officially over. @DrOz https://t.co/JnEO9Fm7w1
2550,sbaprolife,"Washington, DC",disgraceful https://t.co/N8IM6ManhS #PAsen #IVoteProLife
2551,transportdata,Amtrak,"Dr. Oz: Those without water “don’t have the right to clean water,” but they should be given “a way of crawling back out of the abyss” with “15-minute water drinking sessions” provided by the government “in a festival like setting.” #PASen https://t.co/Qc4OjQKMAv"
2552,MatthewFoldi,Maryland,"John Fetterman is hosting a pro abortion rally on 9/11 and the teens running his account can’t even use proper grammar

@PPact and *I, yikes #pasen https://t.co/ErTWBLPCY0"
2553,davecatanese,"Washington, DC","Can Oz close #PASEN?

Anti-Fetterman spending will hit ~ 3 weeks.

Fetterman's in barrel getting negative press on debates. Oz uniting Rs, the cavalry has come (Toomey/Haley/Kennedy)

But if he doesn't show closure by month's end, race might be cooked.

https://t.co/kueVhn3Bym https://t.co/aY1B4Blbpo"
2554,davecatanese,"Washington, DC","""Everyone hates Arizona""

In the last week pro-Kelly spending vastly outpaced pro-Masters spending.

Will the cavalry ever come for Blake, like its coming for Oz? 

https://t.co/kueVhn3Bym

#AZSEN #PASEN https://t.co/8XGaOswWjq"
2555,CATargetAlt,"The Cloud, CA","NEW FEC F24
AMERICAN LEADERSHIP ACTION
$164,497-&gt; #PASEN
https://t.co/IsT31JdklR https://t.co/1qwLLJXLlL"
2556,mfuehrme,"Silver Spring, MD","NEW in #PASEN from @AmerIndependent's @jeisrael:

""Oz's statement about meeting with Erdoğan about Turkish politics contradicts past claims""

https://t.co/QmIZNtws7i"
2557,TheJack91,"Philadelphia, PA",Reviewing Oz's terrible week of press: https://t.co/gUhZia71qy #PASEN
2558,fastcar_marty,Out Standing in my Field,"@DrOz As a citizen of a foreign country, @DrOz has:

* eagerly served in a foreign military
* proudly voted in a foreign election (see pix)
* refuses to renounce his foreign citizenship/allegiance

This proves that 100% of his loyalty has never been to America. #PAsen https://t.co/wGyV5Biblt"
2559,CATargetAlt,"The Cloud, CA","NEW FEC F24
WORKERS VOTE
$35,174-&gt; #NVSEN #PASEN
https://t.co/oniCOHjOsf https://t.co/87fFx3XMvK"
2560,PathosPrime,"Turtle Creek, PA",#TeamFetterman #JohnFetterman #PASen #EveryCountyEveryVote #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022 https://t.co/lQcO97FayZ
2561,RussOnPolitics,"New York, NY/Cruise Ship","My take: Nikki Haley has absolutely nothing else to do than to be a campaign surrogate. She has a lot of free time on her hands, so why not, right? A B-lister. #PAsen https://t.co/VzSpIg2Zb6"
2562,CATargetAlt,"The Cloud, CA","NEW FEC F24
SENATE LEADERSHIP FUND
$151,485-&gt; #PASEN
https://t.co/K28DxqfCkr https://t.co/ZQmkDTB4AB"
2563,RepDWSTeets,Here. Again.,"I can understand #Georgia &amp; #Pennsylvania GOP voters not being terribly enthusiastic about Walker &amp; Oz respectively. But my God, people. You HAVE to support the #Republican candidates or we'll get 6 years of the freaks, Warnock &amp; Fetterman. #PAsen #GAsen"
2564,MatthewFoldi,Maryland,Context: Huffington Post journos are too stupid to know basic campaign tactics—#PASEN edition https://t.co/AHlG7TjuG4
2565,CRobertBuchanan,,"@Bencjacobs @RABAresearch So God is speaking through an eventual loser?

#PASen #PAPolitics https://t.co/K9jIoF6Kt6"
2566,Dsquared75,Arlington VA,"#PASen Not sure how Oz thinks events with Nikki Haley help him with pro-choice suburban women and moderates. In light of #Dobbs, that's even harder to grasp. https://t.co/X7fBzoxTTh"
2567,MatthewFoldi,Maryland,John Fetterman is assuredly trying to hire this murderers on his #PASEN campaign now as part of his Inmates for Fetterman coalition https://t.co/pETDTOqPs8
2568,EricMGarcia,"Washington, DC",I am once again asking what is Nikki Haley's audience? The Trump people hate her. The moderates think she's a toady. #PASen https://t.co/riUlcmnnFQ
2569,patdennis,cringetown,"Mehmet Oz is a celebrity who moved to the PA to run to be a Senator, prefers New Jersey, and records his ads from his house there. #pasen https://t.co/jcL3dEM1sl"
2570,onepeacespoon,United States,@NRSC @DrOz Should we highlight Mehmet’s con scams? That would take all day! #DrOz #FettermanIsTheBetterman #fraud #grifter #GOPBetrayedAmerica #PaSen https://t.co/q9js7RCdyr
2571,Burgwinkle,,If this is the coalition you’re trying to knit together you may bigger problems #PASen https://t.co/vgOXPVs8BQ
2572,Yogi_Yugendhar,"LEXINGTON, KY 🇺🇸","Gold̍ Pixiu, Wealth, Weomen, Man, Luck, Fortune, Money Gemstone #Bracelet 👑

👉👉https://t.co/VskiaAqcP3

#pasen #dndoc #dndart #johnclearmylist #magentamagic #littlemick #oceanside #thefrippery https://t.co/LqrjF96MrC"
2573,Dsquared75,Arlington VA,#PASen https://t.co/OzLu1khAbW
2574,tonybeard,"Middletown, PA","@JohnFetterman encapsulates the absurdity of the left's position: ""I don't know when life begins, so just kill them."" The pro-life view is that life begins at conception and all life deserves protection.

@JohnFetterman, when do you think life starts to deserve protection? #PAsen https://t.co/RPpoAE43nG"
2575,PASenateWatch,Commonwealth of PA,"""Mehmet Oz and other Republicans hoping to win in Pennsylvania almost certainly need to improve their showings in suburban areas, which swung sharply against the GOP during Donald Trump's presidency.""

#PASEN 
#PASenate

https://t.co/ax6oRCE37R"
2576,kth1231,USA,"#PASen #Doug #Mastriano is too extreme for #PA …
#RejectRadicalExtremism #VoteBluePA
#PA needs Governor for #OnePA   
@JoshShapiroPA 
Mastriano paid for “campaign consulting” from Gab, the social media haven for violent extremists and white nationalists https://t.co/BGDMkvtiwy"
2577,Patriot_Voices,,".@RickSantorum on @newsmax today sharply disagreed with Mehmet Oz not engaging Fetterman on abortion:  ""It's a huge mistake, and I have told Dr. Oz that to his face...You need to paint [Fetterman] for what he is. He's the extremist here. Not you."" #Pennsylvania #PAsen #abortion https://t.co/omDoSk0GQh"
2578,thephilosotroll,"Washington, DC","His hyping of hydroxychloroquine is another clear indicator that the #PASen candidate is a charlatain, in it for his own enrichment. He should face severe disciplinary action regarding his medical license, just like other physicians who promoted this quackery for personal gain."
2579,thephilosotroll,"Washington, DC","There are lots of offensive things about Mehmet Oz, but this is a legitimate scandal, and ties in with his weird history of pushing hydroxychloroquine himself and pressuring Birx to hype it up as well.

It's part of a pattern of egregious failures of medical ethics. 🧵 #PAsen https://t.co/dcK67eMAMZ"
2580,sherkatz1,"Philadelphia, Main Line",@DrOz Stop saying “our!”  You. Are. Not. From. Pa. @JohnFetterman for #PASEN
2581,CATargetAlt,"The Cloud, CA","NEW FEC F24
FAMILY FRIENDLY ACTION PAC
$295,022-&gt; #WISEN #PASEN #FLSEN
https://t.co/xznfFDHj8d https://t.co/2LIZGhRWPn"
2582,QueerjohnPA,north central PA,#PASen https://t.co/5cGuYdqaTd
2583,VanHoAdam,"Munroe Falls, OH","WTF??

This #PASen race keeps getting goofier. https://t.co/Wd27BZ0WNf"
2584,schifftmypants,,"Why would I vote for a candidate who refuses to debate before I cast my ballot? 
Why would I vote for a candidate that wants to strangle #PAEnergy and the #PAEconomy, but also do these things to the entire USA? 
#fetterman is a #hardpass 
#PASen
#VoteRedToSaveAmerica"
2585,Popeye__Doyle,,"What is @JohnFetterman afraid of?

#PASen https://t.co/l2at3B87n1"
2586,KLF,Washington DC,"A GOP senate majority runs right through Pennsylvania and @DrOz and @NikkiHaley sure know how to get a crowd going—standing room only in Springfield! #PAsen 

See what they're watching tonight in the Philly suburbs: https://t.co/ZJNbnDzFP8"
2587,derekwillis,"Kensington Oval, ideally","Americans for Prosperity Action reports $3.5M in digital ads on behalf of GOP candidates in 4 Senate races: #NCSen, #PASen, #GAsen, #WISen.

https://t.co/5OCaMfbdCK"
2588,NotOver3477,,#Pennsylvania #PAsen #Midterms2022🇺🇸⚘ https://t.co/NdKusxOQPR https://t.co/FhJnmDN0W7
2589,tonybeard,"Middletown, PA","""Public records show — and @JohnFetterman has openly acknowledged — that for a long stretch lasting well into his 40s, his main source of income came from his parents, who gave him and his family $54,000 in 2015 alone...
#PAsen 
https://t.co/Dc1lGa2CfT"
2590,irene_flores2,,@LauraAguilarAd #pasen linda noche
2591,CATargetAlt,"The Cloud, CA","NEW FEC F24
AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTI...
$4,242,969-&gt; #WISEN #NCSEN #PASEN #GASEN #OH01 #OH13
https://t.co/ymAii0s573 https://t.co/M7R7C4g0sM"
2592,CRobertBuchanan,,@YoniFreedhoff A very poor man's Trump. #PASen https://t.co/M9h0lzFncd
2593,W7VOA,"Washington, DC ","“I may have to call it quits,” says @DrOz in latest email fundraising appeal for #PASen race vs. @JohnFetterman. https://t.co/Pz8LSHAW42"
2594,KCarpDiem,PA  &  part-time Texan ;),The government has no business making medical decisions for women!  #Vote #PaSen @johnfetterman will protect the rights of women in #Pennsylvania https://t.co/Stmuqwp2bn
2595,paulgalloshow,"Mississippi, USA","(1) Matt Wolking on Twitter: ""Spotted in today’s Harrisburg, PA Patriot-News #PAsen https://t.co/53TQN2StIm"" / Twitter https://t.co/pCMGesOmxi"
2596,CATargetAlt,"The Cloud, CA","NEW FEC F24
NRDC ACTION VOTES
$138,657-&gt; #PASEN
https://t.co/zXKCmV4A0o https://t.co/i1qFdjk2Jz"
2597,AdoreUSAalways,,"This taxpayer is tired and worn out.  This taxpayer doesn't want to fund the salary of conman Fetterman.  Let his parents continue to fund him.  Vote Oz. 

#PASen   Herschel"
2598,rpyers,"West Hollywood, CA","Chuck Schumer's Senate Majority PAC (and its Georgia Honor affiliate) drop $6.1 million in five races:

$1.53M - #PASen
$1.45M - #GAsen 
$1.11M - #NVSen
$1.05M - #WISen 
$999K - #AZSen

Outside spending for the 2022 cycle has now passed $70M in #PASen and $40M in #WISen https://t.co/CxtuQdOxsa https://t.co/6d7rG39Ie9"
2599,davecatanese,"Washington, DC","What’s a better pick-up opportunity for Republicans, Nevada or Georgia? 🍑 

Is #PASEN closing? 🤞🏽

Which candidate is least likely to agree to a Senate debate? 🎤

tonight &gt; 

https://t.co/wijEpXngyL https://t.co/Y8AidiXKpZ"
2600,shaifranklin,New York / Washington,#PASen https://t.co/FWnO5T0lJV
2601,StatesPoll,,"Pennsylvania Gov/Sen Race 
RABA research, 8/31-9/3, 679 LV.
My Analysis Post: https://t.co/MMLDw3rsRP
#PAGov #PASen #Election2022"
2602,CATargetAlt,"The Cloud, CA","NEW FEC F24
SMP
$4,688,514-&gt; #PASEN #NVSEN #WISEN #AZSEN
https://t.co/pP90WldPpj https://t.co/QfM5uaOgA2"
2603,sistertoldjah,"Charlotte, North Carolina",NEW --&gt;&gt; Democrat Senator Makes Illuminating Statement About John Fetterman as Debate Drama Heats Up https://t.co/gb2VYF3BXM #PASen
2604,1stbornAmerican,"GA, USA",#PASen https://t.co/BNKhCJeaP0
2605,Subliminal73,,#Pennsylvania #PAsen #WheresFetterman #PApol #SmallBiz #Crime #ParentsMatter https://t.co/4PCL0ro9st
2606,hsherman,,"I'm volunteering for @JohnFetterman for U.S. Senate. His opponent and creepy genealogist Dr. Oz said sex with cousins isn’t ‘a big problem’ if you’re ‘more than a first cousin away’. 
https://t.co/JaL9Zgx19K 

#PASenate #PASen #TeamFetterman https://t.co/UoWqkWocfC"
2607,PASenateWatch,Commonwealth of PA,"Hot take 👻: 

Fetterman &amp; Oz should compromise and debate on October 5th.

#PASEN 
#PASenate

https://t.co/Tm8IxHdwaj https://t.co/wwSrPwkBsX"
2608,MatthewFoldi,Maryland,"#PASEN news:

Full write up on these crazy posts I’ve been posting up above from @RealKyleMorris at @FoxNews on John Fetterman’s senior staffer attacking gay people, Indian people, black people, Joe Biden, midgets, and more

https://t.co/hZx0kObU1o"
2609,CATargetAlt,"The Cloud, CA","NEW FEC F24
AMERICAN LEADERSHIP ACTION
$503,599-&gt; #PASEN
https://t.co/A6tiH1Tjmh https://t.co/8Dna4hZ4ef"
2610,MatHelman,"Malden, MA","@bgmasters @DrOz Kind of a weird, roundabout way for neo-Nazi @bgmasters to endorse @DrOz, but he eventually landed that plane...

#AZSen #PASen #BlakeMasters #droz https://t.co/D8uWUU3m39"
2611,JoshKraushaar,"Washington, DC","Also from the #PASEN campaign trail: 

""Nikki Haley, campaigning with Dr. Oz, compares Fetterman's recovery from stroke to President Biden's mental acuity""
https://t.co/gpF61ahXly"
2612,JoshKraushaar,"Washington, DC","#PASEN: @axios scooplet from interview with Dr. Oz: ""Oz calls for September debate, rejecting Fetterman's offer""
https://t.co/gpF61ahpw0"
2613,NoahPanchure,NYC/VA/PA,.@NikkiHaley introducing @DrOz to a PACKED room at A Dose of Reality Town Hall in Delaware County! #PAsen https://t.co/iUL7oksGmc
2614,PpollingNumbers,United States,"Pennsylvania General Election:

#PASen: 
Fetterman (D) 49%
Oz (R) 40%

#PAGov
Shapiro (D) 47%
Mastriano (R) 41%

RABA Research
(LV, 8/31-9/3)"
2615,Jettlynnlato,PA—NC,Are we being punked or is this really Oz saying 15 min physical festivals are a good idea and ppl don’t have “a right to health”? #PASen #PaPol https://t.co/oWRlgpeSg2
2616,TheJack91,"Philadelphia, PA",PA Dems statement on Oz's event with Haley: https://t.co/MqK8btYX8d #PASEN https://t.co/OrmNKmYrSN https://t.co/1fr4gbiS3T
2617,MatHelman,"Malden, MA",cc: @thephillyvoice @evan_macy @TyJohnsonNews @JimmyKempski @itssnick @shamus_clancy #pasen #pagov https://t.co/OxmPbtm3Ok
2618,PASenateWatch,Commonwealth of PA,"Found them: Oz and Haley in Delaware County right now...

#PASEN 
#PASenate https://t.co/DCL7JiU0lA"
2619,mlow29,"Pasadena, CA",Oz will win #pasen.
2620,PASenateWatch,Commonwealth of PA,"Niki Haley is campaigning somewhere in PA with Oz today per @nytimes

#PASEN 
#PASenate https://t.co/L42IlHDipP"
2621,AllieBedell,"Washington, DC",Busy Thursday afternoon here in Springfield! We’ve got people packed into every corner right now for a dose of reality with @DrOz and @NikkiHaley! 🩺🇺🇸 #pasen #teamoz #adoseofreality https://t.co/4MCn6DEcsD
2622,PASenateWatch,Commonwealth of PA,"""Mr. Fetterman’s double-digit lead in the polls at midsummer has shrunk to single digits in two surveys late last month. One reason may be that some independent voters are breaking for Dr. Oz.""

#PASEN 
#PASenate
https://t.co/DrmRyhRR2R"
2623,Andres__Weller,"Pennsylvania, USA",Dr. Oz has a packed house in Delaware County with Nikki Haley! #pasen #Droz https://t.co/DtlKQnEvGM
2624,MattWolking,,"Spotted in today’s Harrisburg, PA Patriot-News #PAsen https://t.co/LMiCxGa9Oe"
2625,DavidGiglioCA,"Madera, CA","Sometimes I can’t tell if I’m listening to @JohnFetterman speak or a Wookiee. 

Debates with @DrOz are going to be interesting. #PASen"
2626,derekdob,Florida,Evil Democrat John Fetterman Supports Abortion Up to the Moment of Birth #PASen #PennsylvaniaSenate #DemocratsAreEvil #Pennsylvania #Midterms2022 #JohnFetterman #JohnFettermanPA #DemExit https://t.co/j2kcmVpKJ8
2627,CATargetAlt,"The Cloud, CA","NEW FEC F24
SENATE LEADERSHIP FUND
$144,590-&gt; #PASEN
https://t.co/NsUBPv5YA8 https://t.co/XUpVzOcWyp"
2628,Subliminal73,,"More Americans tapping buy now, pay later services for groceries 'shows the height of personal desperation,' Harvard researcher says: #BidenGasHike  #Bidenflation + Higher #Food &amp; #Energy Cost: #Pennsylvania #PAsen #PApol #Ohio #OHsen #OHpol #AZsen #GAsen #https://cnb.cx/3x01QHu"
