,username,location,text
1421,Mbuki123,,PCDNC: RT weedsglass: One Man Leading Effort To Legalize Medical Marijuana In North Dakota: A Fargo man is lead... http://t.co/KTEF3VxKF5…
1422,Mbuki123,,"UKCannabisClub: ""One Man Leading Effort To Legalize Medical Marijuana In North Dakota"" http://t.co/UDPtCI54D8 - #cannabis #breakthetaboo …"
1423,Mbuki123,,weedsglass: One Man Leading Effort To Legalize Medical Marijuana In North Dakota: A Fargo man is lead... http://t.co/KTEF3VxKF5 #marijuan…
1424,Mbuki123,,SavinaHeartland: One Man Leading Effort To Legalize Medical Marijuana In North Dakota: A Fargo man is lead... http://t.co/KTEF3VxKF5 #mar…
1425,Mbuki123,,Marijuana_Links: One Man Leading Effort To Legalize Medical Marijuana In North Dakota: A Fargo man is lead... http://t.co/KTEF3VxKF5 #mar…
1426,jentoke,LA,Fargo man leading effort to legalize medical marijuana in North Dakota: Ray Morgan says it gives him hope that... http://t.co/binc1s4qpA
1427,Mbuki123,,SteveWagner_GF: Financial planner heading push legalize medical marijuana in North Dakota | Grand Forks Herald http://t.co/wuYEQ4ukh9
1428,Swagn_Trails,AZ/ND/MN,Financial planner heading push legalize medical marijuana in North Dakota | Grand Forks Herald http://t.co/HjQy8ozi19
1429,790KFGO,"Fargo, North Dakota",Fargo man leading effort to legalize marijuana in North Dakota: FARGO (KFGO-AM) -- A Fargo man is leading the ... http://t.co/bQYTW0Lmgx
1430,Mbuki123,,hedynagizade: RT MJHeadlineNews: New post: House Defeats Bill To Legalize #North Dakota Medical #marijuana http://t.co/5NpHhEw9hD
1431,Mbuki123,,MarijuanaUnions: MarijuanaUnions: faxykaqocire: RT Marijuana_Scoop: North Dakota House defeats a bill to legalize … http://t.co/QDPXBvCP3l
1432,Mbuki123,,MarijuanaUnions: faxykaqocire: RT Marijuana_Scoop: North Dakota House defeats a bill to legalize medicinal marijua… http://t.co/QDPXBvCP3l
1433,Mbuki123,,faxykaqocire: RT Marijuana_Scoop: North Dakota House defeats a bill to legalize medicinal marijuana http://t.co/QDPXBvCP3l
1434,Mbuki123,,MarijuanaUnions: gakexecuvale: RT Altadena_md: North Dakota lawmakers vote down bill to legalize medical marijuana… http://t.co/CZh8uL5gLX
1435,Mbuki123,,gakexecuvale: RT Altadena_md: North Dakota lawmakers vote down bill to legalize medical marijuana - http://t.co/CZh8uL5gLX
1436,Mbuki123,,MarijuanaUnions: MarijuanaUnions: AErroll: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and …
1437,Mbuki123,,MarijuanaUnions: AErroll: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: s... …
1438,Mbuki123,,MarijuanaUnions: weedsglass: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: s.…
1439,Mbuki123,,MarijuanaUnions: ritazywudinu: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: …
1440,Mbuki123,,AErroll: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: s... …
1441,Mbuki123,,weedsglass: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: s... …
1442,Mbuki123,,ritazywudinu: RT Marijuana_Links: North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: s... …
1443,Mbuki123,,MarijuanaUnions: joker860420: Thanks for the retweet i pray everyday that we can legalize for medical marijuana in north dakota
1444,Mbuki123,,joker860420: Thanks for the retweet i pray everyday that we can legalize for medical marijuana in north dakota
1445,joker860420,HELL,Thanks for the retweet i pray everyday that we can legalize for medical marijuana in north dakota
1446,weedpraylove,"Denver, CO",RT daily_chronic: North Dakota Lawmakers Vote to Legalize Industrial Hemp http://t.co/mxw4FU9pF6 #legalize #marijuana
1447,weedpraylove,"Denver, CO",North Dakota Lawmakers Vote to Legalize Industrial Hemp http://t.co/mxw4FU9pF6 #legalize #marijuana
1448,daily_chronic,,North Dakota Lawmakers Vote to Legalize Industrial Hemp http://t.co/W0TNNsQqzv #legalize #marijuana
1449,TheMJReportOrg,"Atlanta, GA","NORTH DAKOTA LAWMAKERS VOTE DOWN BILL TO LEGALIZE MEDICAL MARIJUANA
2/18/15–North Dakota lawmakers defeated a... http://t.co/BrT6Rh89Lp"
1450,NationalFIA,"Atlanta, GA","NORTH DAKOTA LAWMAKERS VOTE DOWN BILL TO LEGALIZE MEDICAL MARIJUANA
2/18/15–North Dakota lawmakers defeated a... http://t.co/5hdOAuSPrp"
1451,twinsmom1981,,@ValVenisEnt it is on the ballot to legalize Medical Marijuana here in North Dakota. I  believe it should be FULLY legal. Not just medically
1452,weedpraylove,"Denver, CO",North Dakota House Panel Votes 13-0 to Legalize Commercial Hemp Farming and Processing: s... http://t.co/uJInCtTFl8 #marijuana #cannabis
1453,Altadena_md,"Altadena, CA",North Dakota lawmakers vote down bill to legalize medical marijuana - http://t.co/7Vbbf3exJe
1454,Marijuana_Scoop,Colorado ,North Dakota House defeats a bill to legalize medicinal marijuana http://t.co/6tRJYupdAZ
1455,MJHeadlineNews,"Seattle, WA",New post: House Defeats Bill To Legalize #North Dakota Medical #marijuana http://t.co/nsdbrZVBsE
1456,MotaWorks,Denver CO | Seattle WA,North Dakota House Defeats Medical Marijuana - North Dakota's House has defeated a bipartisan bill to legalize med... http://t.co/KLyehn4kX2
1457,WeedGearCom,"Maui, Hawaii",North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/S0tYz4tmdc #pot #weed
1458,FindNigeria,Nigeria,"North Dakota House defeats bill that would legalize medical marijuana  BISMARCK, N.D. &amp;mdash; North Dakota's House… http://t.co/VvlOeFI4wN"
1459,weedpraylove,"Denver, CO",RT weedbay420: North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/nquOGTvEJd #mmj
1460,weedpraylove,"Denver, CO",RT weedbay420: North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/nquOGTvEJd #mmj
1461,weedpraylove,"Denver, CO",North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/nquOGTvEJd #mmj
1462,weedpraylove,"Denver, CO",RT weedbay420: North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/nquOGTvEJd #mmj
1463,weedpraylove,"Denver, CO",North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/nquOGTvEJd #mmj
1464,weedpraylove,"Denver, CO",North Dakota's House has defeated a bipartisan bill that would legalize medicinal marijuana in the ... http://t.co/ppow4BxJJI #mmj
1465,weedpraylove,"Denver, CO",North Dakota's House has defeated a bipartisan bill that would legalize medicinal marijuana in the ... http://t.co/ppow4BxJJI #mmj
1466,weedpraylove,"Denver, CO",RT weedbay420: North Dakota's House has defeated a bipartisan bill that would legalize medicinal marijuana in the ... …
1467,weedpraylove,"Denver, CO",North Dakota's House has defeated a bipartisan bill that would legalize medicinal marijuana in the ... http://t.co/ppow4BxJJI #mmj
1468,jentoke,LA,House defeats bill to legalize medical marijuana: More than two-thirds of the North Dakota State House voted a... http://t.co/1SGH0zBKsD
1469,colonialdude,"Oblong, Il.",“@WeedBizDaily: North Dakota lawmakers vote down bill to legalize medical marijuana - Duluth News Tribune http://t.co/9Dyd7wCoJX”
1470,CRLibertyTN,"Nashville, TN",North Dakota lawmakers vote down bill to legalize #medical #marijuana http://t.co/LO7K7kpb7i  saving the children http://t.co/aRfMGaBe5e
1471,tresevan,"New Jersey, USA",North Dakota lawmakers vote down bill to legalize medical marijuana - Duluth News Tribune http://t.co/XLym6DEock
1472,MotaWorks,Denver CO | Seattle WA,North Dakota's House has defeated a bipartisan bill that would legalize medicinal marijuana in the ... http://t.co/wHxD2uMdSR
1473,MotaWorks,Denver CO | Seattle WA,North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/dIyA965cX2
1474,Potnetworkcom,"Miami, FL",New post: North Dakota lawmakers vote down bill to legalize medical marijuana https://t.co/lbGGbLIhbO
1475,jentoke,LA,North Dakota lawmakers vote down bill to legalize medical marijuana: “We just felt that the concerns and the r... http://t.co/KQZhezoQ0p
1476,MarijuanaFour20,,North Dakota lawmakers vote down bill to legalize medical marijuana - Duluth News Tribune http://t.co/TvEH6lojqU #medical #marijuana
1477,dannyvirchow,"Fargo, ND",North Dakota House kills bill to legalize medical marijuana and by doing so proves that it doesn't care about its citizen's health.
1478,WDAYnews,"Fargo, ND","North Dakota House kills bill to legalize medical marijuana
http://t.co/wK2mdfIA85 http://t.co/I8e1hrgCVm"
1479,duluthnews,"Duluth, MN, US, 55802",North Dakota lawmakers vote down bill to legalize medical marijuana http://t.co/BAdB0xxplU
1480,JimKVRR,"Fargo, N.D.","A North Dakota House committee is not endorsing a bill that would legalize medicinal marijuana in the state. 
http://t.co/AkdTvXSSPC"
1481,msericathegreat,"Bismarck, ND","Looks like North Dakota wants to take a step forward to become more ""modernized"" and legalize medicinal marijuana. #LegislativeSession15"
1482,mspray1,"IL, WI, MN, and IA","North Dakota Considering Medical Marijuana Bill: Last week, a bipartisan group of North Dakota... http://t.co/072sU24G9b #legalize #weed"
1483,MotaWorks,Denver CO | Seattle WA,Jim Shaw: Legalize &lt;b&gt;medical marijuana&lt;/b&gt; - It's time to legalize medical marijuana in North Dakota. State Rep. ... http://t.co/dFDAxyl1Fz
1484,_iluvmarijuana,,Jim Shaw: Legalize medical marijuana: It's time to legalize medical marijuana in North Dakota. State Rep. Pam ... http://t.co/FEpJEXmUPx
1485,robport,"North Dakota, USA",From The Left: Will North Dakota Tribes Legalize Marijuana? http://t.co/iPWiA5iSI2 #NDPol #NDLeg http://t.co/JYeVnH0GAw
1486,sayanythingblog,North Dakota,From The Left: Will North Dakota Tribes Legalize Marijuana? http://t.co/s2AcZlOpz2 #NDPol #NDLeg http://t.co/yk4rAjaZIX
1487,3048Anthony,,@BarackObama Legalize marijuana in north Dakota already
1488,dickinsonpress,"Dickinson, North Dakota",Should North Dakota legalize recreational marijuana? How about medical marijuana? http://t.co/dmEXGkDfkf
1489,1033USCountry,"Mandan, ND",Will North Dakota be the next state to legalize marijuana? http://t.co/SDBAC7E10J
1490,Get_UsedTo_It,,I led the fight to legalize marijuana in North Dakota. #cominup
1491,BITCHIOWNSWAG,,Legalize the use and consumption of medical marijuana for medical support in NORTH DAKOTA. #follow #change #Nodak #ND #MMJ #LEGALIZE #RT
1492,PurvyMG,,North Dakota Department of Health: Legalize the use and consumption of medical marijuana for medical support. https://t.co/1Fxuwhkzq1
1493,daily_chronic,,North Dakota Welfare Drug Testing Bill Defeated http://t.co/2lOz8d4Ac3 #legalize #marijuana
1494,rickywithehair,Hell,"North Dakota is retarded. If they want tourism so badly, they should just legalize marijuana."
1495,Cy_the_vi,,Wow they legalize marijuana in Colorado and washington but they won't legalize meth for north Dakota? #tweeek #notfair #crystalmeth
1496,cigarwes,"Nashville, TN","I was thinking the same thing. &gt; ""@OlivaJosh: 3 states legalize marijuana and North Dakota passes a smoking ban."
1497,Gurkha_Josh,"ÜT: 44.860954,-93.231494",3 states legalize marijuana and North Dakota passes a smoking ban. #SomethingIsWrong
1498,DHoopFalbe3,,Legalize marijuana in North Dakota. Make 15k people happy as shit
1499,cirilloaj,,Washington voted yes to legalize marijuana and North Dakota voted yes to ban all smoking. They are heading in 2 totally different directions
1500,eriContrarian,North Dakota,"North Dakota could be the next state to legalize medicinal marijuana. A red state, nonetheless."
1501,pgordon5,Orange County CA,Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/e6j4HG0b
1502,pgordon5,Orange County CA,Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/XkR1h13O
1503,pgordon5,Orange County CA,Push to Legalize Medical Marijuana in North Dakota Begins | The Weed Blog http://t.co/UUoO1uHx
1504,Freeist,"Los Angeles, CA",Petition to Legalize Marijuana in North Dakota http://t.co/oPf051Ss
1505,USA4MMJ,Rocky Mountains,Petition to Legalize Marijuana in North Dakota: http://t.co/TCrUWrRF... http://t.co/m6SfVbBg
1506,420411,Washington State,"Lawmaker Submits Proposal to Legalize Medical Marijuana, Cannabis Dispensaries in North Dakota http://t.co/TMs5HSzp via @MMJBizDaily"
1507,IHUB_2M,,"$MWIP Lawmaker Submits Proposal to Legalize Medical Marijuana, Cannabis Dispensaries in North Dakota 

http: http://t.co/WO1uNN1j"
1508,LegalizeIt2day,Los Angeles CA,"Push to Legalize Medical Marijuana in North Dakota Begins | The ...: In Fargo, Democratic state... http://t.co/P0lrJAQw #marijuana #weed"
1509,Texas_Mmj,Cyber Spaced,#Weed Blog:Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/HActB5gR
1510,scott_rickard,"Florida, USA",Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/6kq21TtV
1511,Legalize_LA,Louisiana,Push to Legalize Medical Marijuana in North Dakota Begins - http://t.co/fpyrsT7T
1512,Elsadistico,"Reno, NV",Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/97WWKYub
1513,oglifestyl,,This just in: Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/cExL0tH
1514,TheCannabisTrap,,Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/hJUJs4nw #cannabis #mmj #pot
1515,DabLairHB,Huntington Beach,Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/9WRPDXJt
1516,DrWeedseeds,Amsterdam,Push to Legalize Medical Marijuana in North Dakota Begins: North Dakotans to Begin Gathering Signatures for Medi... http://t.co/N8sr1NtA
1517,cannaanswers,,Push to Legalize Medical Marijuana in North Dakota Begins | The Weed Blog http://t.co/4uvdmYHV
1518,MImeds,"Ann Arbor, Michigan",Push to Legalize Medical Marijuana in North Dakota Begins: Push to Legalize Medical Marijuana in North Dakota Be... http://t.co/oUENkRUw
1519,cropking,jamaica,Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/Ez66K6Wx
1520,ProCannabis,Humboldt County,Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/fjnlk3NS
1521,THEWeedBlogger,"Oakland, CA",Push to Legalize Medical Marijuana in North Dakota Begins | The Weed Blog http://t.co/pRLsPV3g
1522,RealTedTheBear,With Your Girlfriend,look at this! Push to Legalize Medical Marijuana in North Dakota Begins http://t.co/z5IOESWM this is crazy!
1523,chief_skywalker,ABOVE THE CLOUDS,THE WEED BLOG: Push to Legalize Medical Marijuana in North Dakota Begins: North Dakotans to Begin Gathering Sign... http://t.co/UKXkk9XO
1524,ConsequenceKush,"30,000 feet",THE WEED BLOG: Push to Legalize Medical Marijuana in North Dakota Begins: North Dakotans to Begin Gathering Sign... http://t.co/ZPzg702G
1525,VaporSystems,"Boca Raton, Florida",Push to Legalize Medical Marijuana in North Dakota Begins: North Dakotans to Begin Gathering Signatures for Medi... http://t.co/UtbjDj4W
1526,VaporSystems,"Boca Raton, Florida",Push to Legalize Medical Marijuana in North Dakota Begins: North Dakotans to Begin Gathering Signatures fo... http://t.co/otEJv6uz #MMOT
1527,USA4MMJ,Rocky Mountains,North Dakota Considering Medical Marijuana | Hail Mary Jane: An initiative has begun to legalize medical marijuana in North Dakota.Ha...
1528,PatientsNotCrim,Florida,"Supporters of legalizing #medical #marijuana in North Dakota turned in a proposed #initiative #MMJ #legalize 
http://t.co/tYZIlbSK"
1529,Saint129,West Coast Wild Flower.,Petition to Legalize Medical Marijuana in North Dakota http://t.co/XBgEVoML
1530,7LEAFconsulting,"Denver, CO",Petition to Legalize Medical Marijuana in North Dakota http://t.co/2Qaph1VP
1531,IHUB_2M,,"$MWIP Lawmaker Submits Proposal to Legalize Medical Marijuana, Cannabis Dispensaries in North Dakota ht http://t.co/JpeeULpf"
1532,WeedPlaces_WA,Washington,North Dakota Set to Legalize Marijuana | Feature | High Plains Reader: North Dakota Set to Legalize Marijuana. B... http://bit.ly/hsXWUx
1533,WeedPlaces_VT,Vermont,North Dakota Set to Legalize Marijuana | Feature | High Plains Reader: North Dakota Set to Legalize Marijuana. B... http://bit.ly/hsXWUx
1534,SmokePotNow,,:-) North Dakota Set to Legalize Marijuana | Feature | High Plains Reader: North Dakota Set to Legalize Marijuan... http://bit.ly/i3mcIN
1535,digg_biz,In your 👜,North Dakota Hopes to Legalize Marijuana!: One state at a time. Digg it up if you think the government h.. http://tinyurl.com/23odhv
1536,Via6Via,South of MI and North of KY,"So AR, SD, and ND all voted to NOT legalize marijuana. WTH!  Are they high?"
1537,mromano,"California, USA","- Four states (MO, MD, ND &amp; AR) vote to legalize marijuana. 

- CO decriminalizes psychedelics."
1538,420growlife,"Riverside, CA","#420domme #420friently #KahliBuds #420GrowLife

North Dakota voters rejected a ballot initiative to legalize marijuana on Tuesday.

The loss for activists follows the defeat of an earlier cannabis legalization measure in 2018.

Results tracker sponsored by 

New Approach ND …"
1539,filafresh,"Screwston, Texas","They need That Voila in #TEXAS 

WTF YALLL OUT HERE DRINKING ND shooting up that you could not #Legalize #Marijuana!!!????
Yall know THE WAR ON DRUGS IS SOME TOTAL BULLSHIT... COPS NEED BETTER THINGS TO FUCKIN DO OUT HERE THAN HOLIER THAN THOU DRUG BUST!!!! 
@UN #Global"
1540,dan_kraker,,On my ballot today in Minn. were candidates from the Grassroots Legalize-Cannabis and Legal Marijuana Now parties... meanwhile voters in 5 mostly very conservative states--including ND and SD-- will decide whether to legalize pot. 😕https://t.co/8j6JBuqnpI via @mprnews
1541,CraigCaplan,,"With voters in 5 states deciding today whether to legalize marijuana, a House Oversight panel is set to hold a hearing one week from today on “Developments in State Cannabis Laws and Bipartisan Cannabis Reforms at the Federal Level.” It's on the ballot in AR, MD, MO, ND and SD."
1542,RBReich,"Berkeley, CA","5 states have ballot measures to legalize marijuana. If you’re a voter in one of these states, vote YES on:

AR Issue 4
MD Question 4
MO Amendment 3
ND Measure 2
SD Measure 27
https://t.co/Z1u3hm0gvO"
1543,ajplus,"Washington, DC","5 states may vote to legalize marijuana possession on #ElectionDay:
▪️ AR
▪️ MD
▪️ MO
▪️ ND
▪️ SD

Maryland would also create a path to expunge past convictions. Black people there are almost 3x more likely to be arrested for possession than white people, despite similar use. https://t.co/FcTylmzPAh"
1544,3rachalesbian,viridian forest,"i didnt even realize that state congress term limits were on the ballot for my state holy shit

anyway vote yes on nd measure 1 to support term limits and vote yes on nd measure 2 to legalize recreational marijuana"
1545,vipersnke,United States,"@JoelKFGO @790KFGO Shouldn't have to legalize a plant.
Marijuana was only deemed illegal because Fed Gov't needed an excuse to keep the ATF
post prohibition. 
Thus a plant became illegal. 
Gov't's role doesn't involve
plant control. #LegalizeIt
#ND #NDPol #Fargo @NDGOP https://t.co/KEMItqTY1S"
1546,fargodiocese,Eastern North Dakota,"Every election year, the Catholic bishops of ND, working through the ND Catholic Conference, examines issues facing Catholic voters.
ND will soon decide whether to legalize recreational marijuana. The ND Catholic Conference opposes the measure. 
https://t.co/l1v7xX0Voq https://t.co/eI9sdEG6j4"
1547,SaveAmerica206,WA,"#marijuana 
AR, MD, MO, ND, SD
Vote to legalize pot and #VoteBlueToSaveDemocracy so u can enjoy it!"
1548,vipersnke,United States,"Prohibition of Alcohol ended in 1933. Same time Marijuana was deemed illegal.
Reason, so the Fed Gov't could justify keeping the ATF.
Keeping an enforcement arm of gov't is why a plant is illegal!?🤔
#Wakeup people, we shouldn't need to ""legalize"" a plant! #Varney #foxnews #ND"
1549,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Recreational Marijuana | State &amp; Regional 
                                    FILE - David Owen, chairman of the Legalize ND group, speaks Wednesday, Sept. 25, 2019, in Bismarck, N.D., at a meeting of the North https://t.co/HJsy6t5sz3 https://t.co/4LPji00flT"
1550,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Recreational Marijuana | State &amp; Regional 
                                    FILE - David Owen, chairman of the Legalize ND group, speaks Wednesday, Sept. 25, 2019, in Bismarck, N.D., at a meeting of the North https://t.co/U4zxwRdpTP https://t.co/Bld5efaXeq"
1551,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Recreational Marijuana | State &amp; Regional 
                                    FILE - David Owen, chairman of the Legalize ND group, speaks Wednesday, Sept. 25, 2019, in Bismarck, N.D., at a meeting of the North https://t.co/HJsy6t5sz3 https://t.co/Q6RaUCJcIj"
1552,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Recreational Marijuana | State &amp; Regional 
                                    FILE - David Owen, chairman of the Legalize ND group, speaks Wednesday, Sept. 25, 2019, in Bismarck, N.D., at a meeting of the North https://t.co/U4zxwRdpTP https://t.co/tfh5QNumXu"
1553,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Underwood ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdunderwood"
1554,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Harwood ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdharwood"
1555,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Wishek ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdwishek"
1556,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Walhalla ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdwalhalla"
1557,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Enderlin ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdenderlin"
1558,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Hankinson ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdhankinson"
1559,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Kindred ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdkindred"
1560,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Kenmare ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdkenmare"
1561,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Gwinner ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdgwinner"
1562,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Parshall ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdparshall"
1563,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Beach ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdbeachnd"
1564,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Killdeer ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdkilldeernd"
1565,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in New Salem ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdnewsalemnd"
1566,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Cooperstown ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdcooperstown"
1567,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Northwood ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdnorthwood"
1568,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Belfield ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdbelfield"
1569,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Hettinger ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdhettinger"
1570,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Linton ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdlinton"
1571,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Crosby ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdcrosbynd"
1572,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Ellendale ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdellendale"
1573,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Velva ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdvelva"
1574,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Cando ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdcando"
1575,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Thompson ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdthompsonnd"
1576,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Shell Valley ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdshellvalley"
1577,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Fort Totten ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdforttotten"
1578,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Rolla ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Delta 8? Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdrolla"
1579,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Cavalier ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdcavaliernd"
1580,ReeferMadnessND,"North Dakota, USA","Is CBD oil legal in Larimore ND? It depends if it is derived from marijuana or hemp. It also depends on the percent of THC. Instead of worrying if it's illegal, just vote to legalize all CBD and THC in North Dakota on November 8th, 2022 #cbdlarimorend"
